epoch;acc;f1;loss;val_acc;val_f1;val_loss
0;0.5321447;0.35863987;4.242403254868296;0.43650794;0.5635947;1.3633066192269325
1;0.51343757;0.40000623;3.606875985614784;0.5063492;0.52188706;1.6794844582676887
2;0.5099245;0.40408042;3.4252695473597754;0.5920635;0.02380952;1.015397920459509
3;0.5332865;0.42394894;3.2457666873261815;0.5936508;0.0;5.949425917863846
4;0.53600913;0.34676656;3.028113355247957;0.41428572;0.5725875;8.135881328582764
5;0.543211;0.36775753;2.7186368906851834;0.46031746;0.5720829;4.324946039915085
6;0.53284734;0.39906123;2.92537493163832;0.53650796;0.57651454;1.4700761988759041
7;0.5435623;0.3823473;2.4517056219987787;0.5936508;0.0;0.679893471300602
8;0.5427718;0.38915047;2.3368411223289107;0.5825397;0.524866;0.7433112278580666
9;0.5419814;0.38648352;3.3584377214105774;0.5936508;0.0;0.7660659350454807
10;0.53873175;0.3719729;2.31913421411789;0.5904762;0.0;0.7383900687098504
11;0.5562094;0.33150226;2.109412589015388;0.6079365;0.25479046;1.5733555294573307
12;0.52599686;0.44315064;2.2857544630289537;0.42380953;0.5646664;7.658877658843994
13;0.53284734;0.4038662;1.6653906969661434;0.5936508;0.39620233;0.658967936038971
14;0.57254523;0.3648841;1.8115678025364101;0.5936508;0.0;1.8474876597523688
15;0.53284734;0.37765643;1.7514998878889085;0.60952383;0.16844337;0.664809362590313
16;0.52854383;0.45857513;3.0635027076748664;0.60634923;0.21672602;0.7424327045679092
17;0.54092747;0.31643313;1.7453334378836005;0.4063492;0.5705698;1.4105968534946443
18;0.53047603;0.37963605;2.048765781326535;0.43015873;0.57353973;5.617649322748184
19;0.546724;0.40822673;1.7262313776352944;0.5968254;0.33857116;0.682165502011776
20;0.5620938;0.34380463;1.7267533017235064;0.6079365;0.4457224;0.8556381277740002
21;0.51791674;0.42082116;1.969111686240343;0.5936508;1.4364808;9.48239807486534
22;0.5239768;0.40446258;1.5894928677899125;0.5936508;1.4353361;9.48239803314209
23;0.5278412;0.3954445;1.1829687635864667;0.5936508;1.4307276;9.44088147878647
24;0.52898294;0.3708848;1.3684795909159928;0.5936508;1.4346446;9.482397985458373
25;0.5290708;0.35677823;1.4999562522951673;0.5936508;1.4330533;9.523914706707
26;0.490339;0.4458569;2.0316051452875596;0.5936508;1.4318724;9.482398092746735
27;0.5298612;0.4013036;1.3349920222488287;0.5936508;1.4323839;9.44088146686554
28;0.5251186;0.3613642;1.3073942983755638;0.5936508;1.4337509;9.440881431102753
29;0.54646057;0.40256894;1.160027818333887;0.5936508;1.4343596;9.440881377458572
30;0.533023;0.36549437;1.0750669168291036;0.5936508;1.4318974;9.48239803314209
31;0.5325839;0.36019763;2.0055857806869115;0.5936508;1.4365634;9.482398104667663
32;0.4880555;0.445706;1.613400319789764;0.5936508;1.4341972;9.440881443023681
33;0.5180046;0.38388705;1.140755693313214;0.5936508;1.4318817;9.440881454944611
34;0.51958543;0.40115798;1.409198115208269;0.5936508;1.4301405;9.399364823102951
35;0.51993674;0.40084153;1.4378409518857171;0.5936508;1.430082;9.440881514549256
36;0.51703846;0.4123932;1.237624245286302;0.5936508;1.432369;9.523914742469788
37;0.53671175;0.33685094;1.1848357386105763;0.5936508;1.4369487;9.523914623260499
38;0.53838044;0.30885378;1.422995197370939;0.5936508;1.4372143;9.52391471862793
39;0.5448797;0.32921925;1.1081579762185245;0.5936508;1.4302747;9.482398128509521
40;0.5427718;0.2851341;1.663671356187268;0.5936508;1.4297254;9.48239803314209
41;0.56543124;0.28438032;1.434950320598804;0.5936508;1.4346627;9.482398068904876
42;0.55489194;0.3990929;0.9928650883344278;0.5936508;1.4261808;9.399364876747132
43;0.54812926;0.3923077;0.8291713079542639;0.5936508;1.4431974;9.565431368350982
44;0.5705252;0.3793302;0.7593476308809733;0.5936508;1.4391096;9.523914682865144
45;0.5789566;0.32642287;0.7128310226376439;0.5936508;1.4296116;9.482398092746735
46;0.5785175;0.30924731;0.689295764036847;0.5936508;1.4258932;9.399364876747132
47;0.59371156;0.31400964;0.6735011484927418;0.5936508;1.430863;9.440881431102753
48;0.597049;0.3241043;0.6711689565358882;0.5936508;1.4414833;9.523914694786072
49;0.59722465;0.30495557;0.6694946006168155;0.5936508;1.4313889;9.482398009300232
50;0.6075883;0.31500214;0.6622794879544458;0.5936508;1.4297631;9.482398068904876
51;0.6012647;0.30538943;0.667366891738172;0.5936508;1.4372908;9.482398009300232
52;0.60266995;0.30250224;0.6620226256273217;0.5936508;1.4306527;9.440881419181824
53;0.60591954;0.30522442;0.662246464363787;0.5936508;1.432291;9.440881407260894
54;0.59485334;0.2905839;0.6816265676219665;0.5936508;1.4290577;9.399364817142487
55;0.6096083;0.30870563;0.660274728726947;0.5936508;1.4312356;9.482398128509521
56;0.6057439;0.28960678;0.6597860091477606;0.5936508;1.4315234;9.482398092746735
57;0.5976638;0.31112313;0.6716797238449085;0.5936508;1.4372374;9.523914742469788
58;0.60653436;0.30273446;0.6717484574231661;0.5936508;1.4306824;9.440881460905075
59;0.59485334;0.29569784;0.6737249484071408;0.5936508;1.4271578;9.440881490707397
60;0.6037239;0.27679387;0.6614791964387383;0.5936508;1.4320011;9.482398104667663
61;0.61101353;0.3112269;0.6558366132373029;0.5936508;1.4391955;9.523914659023285
62;0.61408746;0.3165767;0.6545807784876378;0.5936508;1.4346163;9.523914742469788
63;0.6118918;0.30491304;0.6552908125523417;0.5936508;1.4288814;9.440881419181824
64;0.60978395;0.30985808;0.6559749549896379;0.5936508;1.4319849;9.399364757537843
65;0.60987175;0.27145872;0.6576876639377541;0.5936508;1.4347413;9.48239803314209
66;0.6157562;0.30908313;0.6560604397450267;0.5936508;1.4320543;9.482398056983948
67;0.6150536;0.32222387;0.654149473687163;0.5936508;1.4306759;9.482398021221162
68;0.6166345;0.31295973;0.6528715644468224;0.5936508;1.4376909;9.523914623260499
69;0.6126822;0.30943105;0.6565685318283974;0.5936508;1.4327446;9.482397997379303
70;0.6154927;0.32086062;0.6546333071826611;0.5936508;1.4254378;9.399364864826202
71;0.62041104;0.3369385;0.6539188342523264;0.5936508;1.4302438;9.440881419181824
72;0.62234324;0.3445539;0.6485166483304003;0.5936508;1.4286553;9.44088146686554
73;0.6169858;0.29993394;0.6600909250996642;0.5936508;1.4369882;9.482398092746735
74;0.6060074;0.29225767;0.6639926110464807;0.5936508;1.4285986;9.482398104667663
75;0.6226067;0.35630763;0.6496797662700142;0.5936508;1.4289637;9.399364793300629
76;0.62427545;0.35478377;0.6501713541696094;0.5936508;1.4383886;9.523914647102355
77;0.6271737;0.36608762;0.6499696491306116;0.5936508;1.4387251;9.523914670944214
78;0.60266995;0.25962916;0.6612411580080729;0.5936508;1.4297335;9.440881407260894
79;0.6073248;0.26036525;0.6621340000313237;0.5936508;1.4362888;9.482397997379303
80;0.6052169;0.24344374;0.670788863840996;0.5936508;1.4294875;9.440881407260894
81;0.6157562;0.29479295;0.659648908685972;0.5936508;1.4346602;9.440881407260894
82;0.61962056;0.32008842;0.6568936407304325;0.5936508;1.4387724;9.523914647102355
83;0.61953276;0.32051182;0.6511613364988569;0.5936508;1.4317011;9.440881419181824
84;0.6240998;0.33605817;0.654318451588254;0.5936508;1.4309064;9.482398116588593
85;0.62146497;0.32690063;0.6473736288927361;0.5936508;1.4316939;9.440881407260894
86;0.62620765;0.34494174;0.6537184995757284;0.5936508;1.4409513;9.565431368350982
87;0.62427545;0.3655677;0.646149263908799;0.5936508;1.4349015;9.440881383419036
88;0.6277885;0.36329982;0.6499429333090636;0.5936508;1.4275433;9.399364858865738
89;0.6309503;0.38074216;0.6444539737244932;0.5936508;1.4384768;9.523914742469788
90;0.62796414;0.36372787;0.6498025560575861;0.5936508;1.4289558;9.399364745616912
91;0.61601967;0.31012645;0.6576457264426302;0.5936508;1.4293696;9.357848113775253
92;0.622958;0.32445705;0.6508756970324835;0.5936508;1.4293153;9.39936476945877
93;0.6203232;0.33945927;0.6458554687827496;0.5936508;1.4378119;9.523914682865144
94;0.62691027;0.34072736;0.6466761609696764;0.5936508;1.4333885;9.440881443023681
95;0.630072;0.36510223;0.6489944675151732;0.5936508;1.4350024;9.482398080825806
96;0.6292816;0.37939355;0.6434490298337013;0.5936508;1.4327552;9.482398068904876
97;0.6374495;0.40425128;0.640658684403369;0.5936508;1.4381144;9.523914694786072
